title,rating,description,removed_punc,tokenized_description
the devil inside,r,"spooky grisly, thriller follows woman's quest find truth behind claim mother killed three people exorcism.",spooky grisly thriller follows womans quest find truth behind claim mother killed three people exorcism,"['spooky', 'grisly', 'thriller', 'follows', 'womans', 'quest', 'find', 'truth', 'behind', 'claim', 'mother', 'killed', 'three', 'people', 'exorcism']"
the first wives club,pg,"following friend's suicide husband dump younger model, three woman plot payback two-timing exes.",following friends suicide husband dump younger model three woman plot payback twotiming exes,"['following', 'friends', 'suicide', 'husband', 'dump', 'younger', 'model', 'three', 'woman', 'plot', 'payback', 'twotiming', 'exes']"
the gift,r,"authority find drowned woman's body, small-town psychic start vision committed murder.",authority find drowned womans body smalltown psychic start vision committed murder,"['authority', 'find', 'drowned', 'womans', 'body', 'smalltown', 'psychic', 'start', 'vision', 'committed', 'murder']"
"the goods: live hard, sell hard",r,"hired rescue flagging car dealership major sale, fast-talking closer spends day lot night local strip clubs.",hired rescue flagging car dealership major sale fasttalking closer spends day lot night local strip clubs,"['hired', 'rescue', 'flagging', 'car', 'dealership', 'major', 'sale', 'fasttalking', 'closer', 'spends', 'day', 'lot', 'night', 'local', 'strip', 'clubs']"
the longest yard,r,washed-up professional quarterback paul crewe sent jail forced put together inmate gridiron team take group prison guards.,washedup professional quarterback paul crewe sent jail forced put together inmate gridiron team take group prison guards,"['washedup', 'professional', 'quarterback', 'paul', 'crewe', 'sent', 'jail', 'forced', 'put', 'together', 'inmate', 'gridiron', 'team', 'take', 'group', 'prison', 'guards']"
the love guru,pg-13,"raised ashram india, self-styled love guru return native america settle romantic rivalry two pro hockey players.",raised ashram india selfstyled love guru return native america settle romantic rivalry two pro hockey players,"['raised', 'ashram', 'india', 'selfstyled', 'love', 'guru', 'return', 'native', 'america', 'settle', 'romantic', 'rivalry', 'two', 'pro', 'hockey', 'players']"
the rainmaker,pg-13,young attorney scrappy paralegal work help parent terminally ill boy suit insurance company.,young attorney scrappy paralegal work help parent terminally ill boy suit insurance company,"['young', 'attorney', 'scrappy', 'paralegal', 'work', 'help', 'parent', 'terminally', 'ill', 'boy', 'suit', 'insurance', 'company']"
what's eating gilbert grape,pg-13,"backwater iowa town, young gilbert torn taking care troubled family girl show new possibility life.",backwater iowa town young gilbert torn taking care troubled family girl show new possibility life,"['backwater', 'iowa', 'town', 'young', 'gilbert', 'torn', 'taking', 'care', 'troubled', 'family', 'girl', 'show', 'new', 'possibility', 'life']"
who killed little gregory?,tv-ma,"4-year-old son murdered, young couple fight twisting arduous battle trying identify frustratingly elusive killer.",yearold son murdered young couple fight twisting arduous battle trying identify frustratingly elusive killer,"['yearold', 'son', 'murdered', 'young', 'couple', 'fight', 'twisting', 'arduous', 'battle', 'trying', 'identify', 'frustratingly', 'elusive', 'killer']"
world trade center,pg-13,"working treacherous conditions, army dedicated rescuer struggle find anyone survived world trade center's tragic collapse.",working treacherous conditions army dedicated rescuer struggle find anyone survived world trade centers tragic collapse,"['working', 'treacherous', 'conditions', 'army', 'dedicated', 'rescuer', 'struggle', 'find', 'anyone', 'survived', 'world', 'trade', 'centers', 'tragic', 'collapse']"
young adult,r,"divorced writer get letter old boyfriend announcing wife's baby, return hometown reconnect ex.",divorced writer get letter old boyfriend announcing wifes baby return hometown reconnect ex,"['divorced', 'writer', 'get', 'letter', 'old', 'boyfriend', 'announcing', 'wifes', 'baby', 'return', 'hometown', 'reconnect', 'ex']"
"yours, mine and ours",pg,"father eight mother 10 prepare wed, couple's child attempt sabotage union remake 1968 comedy.",father eight mother  prepare wed couples child attempt sabotage union remake  comedy,"['father', 'eight', 'mother', 'prepare', 'wed', 'couples', 'child', 'attempt', 'sabotage', 'union', 'remake', 'comedy']"
zodiac,r,"political cartoonist, crime reporter pair cop investigate san francisco's infamous zodiac killer thriller based true story.",political cartoonist crime reporter pair cop investigate san franciscos infamous zodiac killer thriller based true story,"['political', 'cartoonist', 'crime', 'reporter', 'pair', 'cop', 'investigate', 'san', 'franciscos', 'infamous', 'zodiac', 'killer', 'thriller', 'based', 'true', 'story']"
iliza shlesinger: unveiled,tv-ma,"come bride, got plenty say. newlywed iliza shlesinger dissects wedding tradition mine nuptials laughs.",come bride got plenty say newlywed iliza shlesinger dissects wedding tradition mine nuptials laughs,"['come', 'bride', 'got', 'plenty', 'say', 'newlywed', 'iliza', 'shlesinger', 'dissects', 'wedding', 'tradition', 'mine', 'nuptials', 'laughs']"
miss culinary,tv-14,"ditching domestic life become chef, clueless maid cross path two charming suitor help reach dreams.",ditching domestic life become chef clueless maid cross path two charming suitor help reach dreams,"['ditching', 'domestic', 'life', 'become', 'chef', 'clueless', 'maid', 'cross', 'path', 'two', 'charming', 'suitor', 'help', 'reach', 'dreams']"
no time for shame,tv-ma,"follow santiago artemis, buenos aire fashion dynamo, make dream come true grappling love life, therapist clients.",follow santiago artemis buenos aire fashion dynamo make dream come true grappling love life therapist clients,"['follow', 'santiago', 'artemis', 'buenos', 'aire', 'fashion', 'dynamo', 'make', 'dream', 'come', 'true', 'grappling', 'love', 'life', 'therapist', 'clients']"
candy online,tv-ma,"wardrobe malfunction go viral, bubbly live streamer struggle navigate classmates' cruel judgment small town life in.",wardrobe malfunction go viral bubbly live streamer struggle navigate classmates cruel judgment small town life in,"['wardrobe', 'malfunction', 'go', 'viral', 'bubbly', 'live', 'streamer', 'struggle', 'navigate', 'classmates', 'cruel', 'judgment', 'small', 'town', 'life', 'in']"
the crown,tv-ma,drama follows political rivalry romance queen elizabeth ii's reign event shaped second half 20th century.,drama follows political rivalry romance queen elizabeth iis reign event shaped second half th century,"['drama', 'follows', 'political', 'rivalry', 'romance', 'queen', 'elizabeth', 'iis', 'reign', 'event', 'shaped', 'second', 'half', 'th', 'century']"
drive,r,hollywood stuntman getaway driver lured isolated life lovely neighbor – violent husband released prison.,hollywood stuntman getaway driver lured isolated life lovely neighbor  violent husband released prison,"['hollywood', 'stuntman', 'getaway', 'driver', 'lured', 'isolated', 'life', 'lovely', 'neighbor', 'violent', 'husband', 'released', 'prison']"
iron sky: the coming race,tv-ma,"decade nuclear war, survivor moon revisit earth locate potential power source – find shape-shifting reptile instead.",decade nuclear war survivor moon revisit earth locate potential power source  find shapeshifting reptile instead,"['decade', 'nuclear', 'war', 'survivor', 'moon', 'revisit', 'earth', 'locate', 'potential', 'power', 'source', 'find', 'shapeshifting', 'reptile', 'instead']"
jeff dunham: all over the map,tv-14,"america's beloved ventriloquist hit road, bringing along popular pals, including achmed, peanut walter.",americas beloved ventriloquist hit road bringing along popular pals including achmed peanut walter,"['americas', 'beloved', 'ventriloquist', 'hit', 'road', 'bringing', 'along', 'popular', 'pals', 'including', 'achmed', 'peanut', 'walter']"
suffragette,pg-13,"beginning 20th century, circumstance drive young, idealistic suffragette find radical approach fighting male oppression.",beginning th century circumstance drive young idealistic suffragette find radical approach fighting male oppression,"['beginning', 'th', 'century', 'circumstance', 'drive', 'young', 'idealistic', 'suffragette', 'find', 'radical', 'approach', 'fighting', 'male', 'oppression']"
the green inferno,r,"determined save amazon tribe squeezed logging, group student find nothing trouble plane crash jungle.",determined save amazon tribe squeezed logging group student find nothing trouble plane crash jungle,"['determined', 'save', 'amazon', 'tribe', 'squeezed', 'logging', 'group', 'student', 'find', 'nothing', 'trouble', 'plane', 'crash', 'jungle']"
at the dolphin bay,tv-14,"encountering long separation, two childhood friend orphanage must overcome great odds fulfill old promise find love.",encountering long separation two childhood friend orphanage must overcome great odds fulfill old promise find love,"['encountering', 'long', 'separation', 'two', 'childhood', 'friend', 'orphanage', 'must', 'overcome', 'great', 'odds', 'fulfill', 'old', 'promise', 'find', 'love']"
earthquake bird,r,"1980s tokyo, enigmatic expat suspected killing friend, who's gone missing wake love triangle local photographer.",s tokyo enigmatic expat suspected killing friend whos gone missing wake love triangle local photographer,"['s', 'tokyo', 'enigmatic', 'expat', 'suspected', 'killing', 'friend', 'whos', 'gone', 'missing', 'wake', 'love', 'triangle', 'local', 'photographer']"
el sendero de la anaconda,tv-pg,"remote area amazon jungle, writer anthropologist friend meet community resisted change centuries.",remote area amazon jungle writer anthropologist friend meet community resisted change centuries,"['remote', 'area', 'amazon', 'jungle', 'writer', 'anthropologist', 'friend', 'meet', 'community', 'resisted', 'change', 'centuries']"
go! the unforgettable party,tv-pg,"mía's vacation dad disrupted surprise arrival lupe, mercedes, juanma álvaro school drama move lakeside.",mas vacation dad disrupted surprise arrival lupe mercedes juanma lvaro school drama move lakeside,"['mas', 'vacation', 'dad', 'disrupted', 'surprise', 'arrival', 'lupe', 'mercedes', 'juanma', 'lvaro', 'school', 'drama', 'move', 'lakeside']"
guna 369,tv-ma,pampered kind-hearted average joe ditch romancing peacekeeping way he’s framed murder didn’t commit.,pampered kindhearted average joe ditch romancing peacekeeping way hes framed murder didnt commit,"['pampered', 'kindhearted', 'average', 'joe', 'ditch', 'romancing', 'peacekeeping', 'way', 'hes', 'framed', 'murder', 'didnt', 'commit']"
house arrest,tv-14,world-weary man’s self-imposed home confinement becomes comedy error simultaneous arrival peculiar package curious journalist.,worldweary mans selfimposed home confinement becomes comedy error simultaneous arrival peculiar package curious journalist,"['worldweary', 'mans', 'selfimposed', 'home', 'confinement', 'becomes', 'comedy', 'error', 'simultaneous', 'arrival', 'peculiar', 'package', 'curious', 'journalist']"
i'm with the band: nasty cherry,tv-ma,"unfiltered, intimate docuseries, pop star mentor charli xcx find take build – break – real, badass all-girl punk band.",unfiltered intimate docuseries pop star mentor charli xcx find take build  break  real badass allgirl punk band,"['unfiltered', 'intimate', 'docuseries', 'pop', 'star', 'mentor', 'charli', 'xcx', 'find', 'take', 'build', 'break', 'real', 'badass', 'allgirl', 'punk', 'band']"
inheritors,tv-14,"chance encounter la, two teen different social background reunite exclusive high school attended korea’s über rich.",chance encounter la two teen different social background reunite exclusive high school attended koreas ber rich,"['chance', 'encounter', 'la', 'two', 'teen', 'different', 'social', 'background', 'reunite', 'exclusive', 'high', 'school', 'attended', 'koreas', 'ber', 'rich']"
